Symbol,Signal,RSI,Entry Time,Logged At,Reason,Outcome,RSI_Value,ADX_Value,Stochastic_Value,MACD_Value,Signal_Value,ATR_Value,Entry_Price,Exit_Price,Breakeven_Probability
EURUSD,BUY (Adaptive),68.62,20:58:55,2025-08-03 19:58:55,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,68.6181342713831,34.001394566255534,92.81357983407379,0.001984141889107116,0.0017722243867453382,0.0011878099494316999,1.1594202518463135,0.0,0.0
EURUSD,BUY (Adaptive),73.3,20:58:56,2025-08-03 19:58:56,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,73.30180416850213,34.88860434938908,97.35723320528436,0.0038289313982580175,0.002607977084395795,0.002681495570645533,1.1594202518463135,0.0,0.0
CHFJPY,SELL (Adaptive),35.21,20:58:59,2025-08-03 19:58:59,MACD медвежий; Пред. EMA12 < EMA26 (M15); Медвежий тренд на H1; ,PENDING,35.20591984673548,28.41839033024876,23.035165809831973,-0.42116124344511263,-0.30194109491810334,0.31705066556098965,183.3489990234375,0.0,0.0
USDCAD,BUY (Adaptive),37.06,20:59:01,2025-08-03 19:59:01,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,37.06143789512883,35.6210228059551,19.98272901426345,-0.0015577179475567693,-0.001062678301840688,0.0021933967136591793,1.3782999515533447,0.0,0.0
CADJPY,BUY (Adaptive),29.83,20:59:03,2025-08-03 19:59:03,RSI перепродан; MACD бычий; Цена ниже Bollinger; ,PENDING,29.825016737858448,65.266365621319,29.080165719589775,-0.18354587836263647,-0.21223438161394148,0.10349850658493288,106.9010009765625,0.0,0.0
CADJPY,BUY (Adaptive),20.37,20:59:04,2025-08-03 19:59:04,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,20.365146193542557,48.04524886076375,5.53670952641629,-0.4247333718549129,-0.2905020451383511,0.21650976959303447,106.9010009765625,0.0,0.0
GBPUSD,BUY (Adaptive),59.69,20:59:06,2025-08-03 19:59:06,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,59.6943703169137,28.610327320361925,80.92726567814898,0.0012153286102354333,0.00038849406885011026,0.0027505524942043405,1.327386736869812,0.0,0.0
AUDUSD,BUY (Adaptive),63.14,20:59:08,2025-08-03 19:59:08,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,63.14162952841258,33.24559051731753,48.47798609648199,0.0004470200137045577,0.0005000904515599354,0.00028051534095951275,0.6474168300628662,0.0,0.0
AUDUSD,BUY (Adaptive),60.51,20:59:10,2025-08-03 19:59:10,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,60.5095763361976,32.308473399878785,70.81626496459306,0.0006484722383918173,0.0003368678014979232,0.0015030055846797458,0.6474168300628662,0.0,0.0
AUDUSD,BUY (Adaptive),63.14,20:59:49,2025-08-03 19:59:49,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,63.14162952841258,33.24559051731753,48.47798609648199,0.0004470200137045577,0.0005000904515599354,0.00028051534095951275,0.6474168300628662,0.0,0.0
EURJPY,BUY (Adaptive),50.75,21:03:51,2025-08-03 20:03:51,MACD бычий; Цена ниже Bollinger; ,PENDING,50.74684277741154,29.79605579692113,81.51461422738018,-0.08148386136394947,-0.15300962451437547,0.14229980349788116,170.79800415039062,0.0,0.0
EURUSD,BUY (Adaptive),63.8,21:03:53,2025-08-03 20:03:53,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,63.802055442934645,29.535464468460912,59.96984211459996,0.0009211013312715455,0.0010644322969857538,0.00040899622823733584,1.1594202518463135,0.0,0.0
EURUSD,BUY (Adaptive),68.62,21:03:55,2025-08-03 20:03:55,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,68.6181342713831,34.001394566255534,92.81357983407379,0.001984141889107116,0.0017722243867453382,0.0011878099494316999,1.1594202518463135,0.0,0.0
EURUSD,BUY (Adaptive),73.3,21:03:57,2025-08-03 20:03:57,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,73.30180416850213,34.88860434938908,97.35723320528436,0.0038289313982580175,0.002607977084395795,0.002681495570645533,1.1594202518463135,0.0,0.0
CHFJPY,SELL (Adaptive),35.21,21:03:58,2025-08-03 20:03:58,MACD медвежий; Пред. EMA12 < EMA26 (M15); Медвежий тренд на H1; ,PENDING,35.20591984673548,28.41839033024876,23.035165809831973,-0.42116124344511263,-0.30194109491810334,0.31705066556098965,183.3489990234375,0.0,0.0
USDCAD,BUY (Adaptive),37.06,21:04:00,2025-08-03 20:04:00,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,37.06143789512883,35.6210228059551,19.98272901426345,-0.0015577179475567693,-0.001062678301840688,0.0021933967136591793,1.3782999515533447,0.0,0.0
CADJPY,BUY (Adaptive),29.83,21:04:01,2025-08-03 20:04:01,RSI перепродан; MACD бычий; Цена ниже Bollinger; ,PENDING,29.825016737858448,65.266365621319,29.080165719589775,-0.18354587836263647,-0.21223438161394148,0.10349850658493288,106.9010009765625,0.0,0.0
CADJPY,BUY (Adaptive),20.37,21:04:02,2025-08-03 20:04:02,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,20.365146193542557,48.04524886076375,5.53670952641629,-0.4247333718549129,-0.2905020451383511,0.21650976959303447,106.9010009765625,0.0,0.0
GBPUSD,BUY (Adaptive),59.69,21:04:04,2025-08-03 20:04:04,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,59.6943703169137,28.610327320361925,80.92726567814898,0.0012153286102354333,0.00038849406885011026,0.0027505524942043405,1.327386736869812,0.0,0.0
AUDUSD,BUY (Adaptive),63.14,21:04:05,2025-08-03 20:04:05,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,63.14162952841258,33.24559051731753,48.47798609648199,0.0004470200137045577,0.0005000904515599354,0.00028051534095951275,0.6474168300628662,0.0,0.0
AUDUSD,BUY (Adaptive),60.51,21:04:07,2025-08-03 20:04:07,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,60.5095763361976,32.308473399878785,70.81626496459306,0.0006484722383918173,0.0003368678014979232,0.0015030055846797458,0.6474168300628662,0.0,0.0
EURJPY,BUY (Adaptive),50.75,21:08:52,2025-08-03 20:08:52,MACD бычий; Цена ниже Bollinger; ,PENDING,50.74684277741154,29.79605579692113,81.51461422738018,-0.08148386136394947,-0.15300962451437547,0.14229980349788116,170.79800415039062,0.0,0.0
EURUSD,BUY (Adaptive),63.8,21:08:54,2025-08-03 20:08:54,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,63.802055442934645,29.535464468460912,59.96984211459996,0.0009211013312715455,0.0010644322969857538,0.00040899622823733584,1.1594202518463135,0.0,0.0
EURUSD,BUY (Adaptive),68.62,21:08:56,2025-08-03 20:08:56,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,68.6181342713831,34.001394566255534,92.81357983407379,0.001984141889107116,0.0017722243867453382,0.0011878099494316999,1.1594202518463135,0.0,0.0
EURUSD,BUY (Adaptive),73.3,21:08:58,2025-08-03 20:08:58,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,73.30180416850213,34.88860434938908,97.35723320528436,0.0038289313982580175,0.002607977084395795,0.002681495570645533,1.1594202518463135,0.0,0.0
CHFJPY,SELL (Adaptive),35.21,21:09:00,2025-08-03 20:09:00,MACD медвежий; Пред. EMA12 < EMA26 (M15); Медвежий тренд на H1; ,PENDING,35.20591984673548,28.41839033024876,23.035165809831973,-0.42116124344511263,-0.30194109491810334,0.31705066556098965,183.3489990234375,0.0,0.0
USDCAD,BUY (Adaptive),37.06,21:09:03,2025-08-03 20:09:03,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,37.06143789512883,35.6210228059551,19.98272901426345,-0.0015577179475567693,-0.001062678301840688,0.0021933967136591793,1.3782999515533447,0.0,0.0
CADJPY,BUY (Adaptive),29.83,21:09:05,2025-08-03 20:09:05,RSI перепродан; MACD бычий; Цена ниже Bollinger; ,PENDING,29.825016737858448,65.266365621319,29.080165719589775,-0.18354587836263647,-0.21223438161394148,0.10349850658493288,106.9010009765625,0.0,0.0
CADJPY,BUY (Adaptive),20.37,21:09:06,2025-08-03 20:09:06,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,20.365146193542557,48.04524886076375,5.53670952641629,-0.4247333718549129,-0.2905020451383511,0.21650976959303447,106.9010009765625,0.0,0.0
GBPUSD,BUY (Adaptive),59.69,21:09:09,2025-08-03 20:09:09,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,59.6943703169137,28.610327320361925,80.92726567814898,0.0012153286102354333,0.00038849406885011026,0.0027505524942043405,1.327386736869812,0.0,0.0
AUDUSD,BUY (Adaptive),63.14,21:09:12,2025-08-03 20:09:12,Цена ниже Bollinger; Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,63.14162952841258,33.24559051731753,48.47798609648199,0.0004470200137045577,0.0005000904515599354,0.00028051534095951275,0.6474168300628662,0.0,0.0
AUDUSD,BUY (Adaptive),60.51,21:09:13,2025-08-03 20:09:13,Пред. EMA12 > EMA26 (M15); Бычий тренд на H1; ,PENDING,60.5095763361976,32.308473399878785,70.81626496459306,0.0006484722383918173,0.0003368678014979232,0.0015030055846797458,0.6474168300628662,0.0,0.0
EURJPY,BUY (1-min),50.75,21:13:11,2025-08-03 20:13:11,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:13:13,2025-08-03 20:13:13,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:13:20,2025-08-03 20:13:20,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:13:23,2025-08-03 20:13:23,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:13:26,2025-08-03 20:13:26,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:13:29,2025-08-03 20:13:29,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:13:36,2025-08-03 20:13:36,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:13:39,2025-08-03 20:13:39,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:13:41,2025-08-03 20:13:41,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:13:44,2025-08-03 20:13:44,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:14:08,2025-08-03 20:14:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:14:10,2025-08-03 20:14:10,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:14:14,2025-08-03 20:14:14,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:14:15,2025-08-03 20:14:15,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:14:17,2025-08-03 20:14:17,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:14:19,2025-08-03 20:14:19,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:14:25,2025-08-03 20:14:25,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:14:27,2025-08-03 20:14:27,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:14:29,2025-08-03 20:14:29,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:14:31,2025-08-03 20:14:31,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:15:08,2025-08-03 20:15:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:15:11,2025-08-03 20:15:11,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:15:15,2025-08-03 20:15:15,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:15:17,2025-08-03 20:15:17,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:15:19,2025-08-03 20:15:19,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:15:21,2025-08-03 20:15:21,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:15:25,2025-08-03 20:15:25,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:15:27,2025-08-03 20:15:27,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:15:29,2025-08-03 20:15:29,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:15:31,2025-08-03 20:15:31,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:16:08,2025-08-03 20:16:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:16:10,2025-08-03 20:16:10,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:16:14,2025-08-03 20:16:14,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:16:15,2025-08-03 20:16:15,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:16:17,2025-08-03 20:16:17,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:16:20,2025-08-03 20:16:20,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:16:24,2025-08-03 20:16:24,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:16:27,2025-08-03 20:16:27,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:16:30,2025-08-03 20:16:30,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:16:32,2025-08-03 20:16:32,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:23:09,2025-08-03 20:23:09,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:23:12,2025-08-03 20:23:12,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:23:16,2025-08-03 20:23:16,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:23:19,2025-08-03 20:23:19,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:23:21,2025-08-03 20:23:21,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:23:24,2025-08-03 20:23:24,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:23:34,2025-08-03 20:23:34,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:23:36,2025-08-03 20:23:36,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:23:40,2025-08-03 20:23:40,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:23:43,2025-08-03 20:23:43,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:24:20,2025-08-03 20:24:20,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:24:22,2025-08-03 20:24:22,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
EURUSD,SELL (1-min),73.3,21:24:28,2025-08-03 20:24:28,RSI перекуплен; Stochastic перекуплен; Цена выше Bollinger; ,PENDING,73.30180954977243,34.89150576389429,97.35723320528436,0.003828923512957383,0.0026079654883686986,0.0026814939491035437,1.1594202518463135,0.0,0.0
CHFJPY,BUY (1-min),63.15,21:24:31,2025-08-03 20:24:31,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,63.149134890859514,24.460264156898127,73.68368217637907,0.05790509254416065,0.05220536787785676,0.061526855487476786,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),48.33,21:24:39,2025-08-03 20:24:39,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,48.33360989661548,36.55929738105826,84.25147182506308,-0.11763300064552595,-0.1918074133727749,0.13861077653252663,183.3489990234375,0.0,0.0
CHFJPY,BUY (1-min),35.21,21:24:43,2025-08-03 20:24:43,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,35.20586491949362,28.419093088332342,23.035165809831973,-0.42116107440926953,-0.30194084633606855,0.3170503615638001,183.3489990234375,0.0,0.0
CADJPY,BUY (1-min),44.09,21:24:49,2025-08-03 20:24:49,MACD бычий; Цена ниже Bollinger; ,PENDING,44.08719646535661,22.72513287126248,39.76709945121135,-0.020383870593732922,-0.027748199479868615,0.04171330083175848,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),29.83,21:24:52,2025-08-03 20:24:52,RSI перепродан; MACD бычий; Stochastic перепродан; Цена ниже Bollinger; ,PENDING,29.82501672595741,65.26636583577255,29.080165719589775,-0.1835458783685482,-0.21223438162264152,0.10349850659365016,106.9010009765625,0.0,0.0
CADJPY,BUY (1-min),20.37,21:24:54,2025-08-03 20:24:54,RSI перепродан; Stochastic перепродан; Цена ниже Bollinger; Рост цены последние 3 свечи; ,PENDING,20.36508323401881,48.04484926813493,5.53670952641629,-0.4247329776468689,-0.2905014654208641,0.21650978274005164,106.9010009765625,0.0,0.0
GBPUSD,BUY (1-min),55.42,21:24:57,2025-08-03 20:24:57,Stochastic перепродан; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,55.42349080040607,22.637668911015833,0.0,0.0005672481726135548,0.000774784479397418,0.0004287764001496954,1.327386736869812,0.0,0.0
EURJPY,BUY (1-min),50.75,21:25:08,2025-08-03 20:25:08,MACD бычий; Цена ниже Bollinger; Бычий тренд на M15; ,PENDING,50.74684277443031,29.79605660411573,81.51461422738018,-0.08148386139379227,-0.15300962455827674,0.14229980350129343,170.79800415039062,0.0,0.0
EURJPY,BUY (1-min),37.06,21:25:10,2025-08-03 20:25:10,Цена ниже Bollinger; Бычий тренд на M15; Рост цены последние 3 свечи; ,PENDING,37.057258672964124,24.5042778546762,30.417174396100638,-0.29155857665659823,-0.18999517179163994,0.30029020067235707,170.79800415039062,0.0,0.0
